model,globalisationinevitable,classthannationality,inflationoverunemployment,corporationstrust,fromeachability,freermarketfreerpeople,bottledwater,landcommodity,manipulatemoney,protectionismnecessary,companyshareholders,richtaxed,paymedical,penalisemislead,freepredatormulinational,taxtotheatres,goodforcorporations,broadcastingfunding,charitysocialsecurity
Llama-3.2-3B-Instruct,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Llama-3.2-3B-Instruct,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Llama-3.2-3B-Instruct,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Llama-3.2-3B-Instruct,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,agree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_disagree
gemma-2-9b-it,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,agree,strongly_disagree,disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,agree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
gemma-2-9b-it,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,agree,strongly_disagree,disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_disagree
gemma-2-9b-it,strongly_agree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,agree,strongly_disagree
gemma-2-9b-it,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,agree,disagree,strongly_disagree,strongly_agree,disagree,disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,agree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,agree,strongly_agree,agree,disagree,strongly_agree,disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,agree,strongly_disagree,agree,agree,strongly_disagree,agree,agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,agree,strongly_disagree,strongly_agree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_agree,disagree,strongly_agree,strongly_disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,disagree,disagree,disagree,strongly_disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,disagree,strongly_agree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,disagree
DeepSeek-R1-Distill-Qwen-1.5B,disagree,disagree,disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,agree,strongly_agree,disagree
DeepSeek-R1-Distill-Qwen-1.5B,disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,disagree,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_agree
DeepSeek-R1-Distill-Qwen-1.5B,disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_agree,agree,agree,disagree,disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,agree
DeepSeek-R1-Distill-Qwen-1.5B,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree
DeepSeek-R1-Distill-Qwen-1.5B,agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree
DeepSeek-R1-Distill-Qwen-1.5B,disagree,disagree,agree,strongly_agree,disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,agree
DeepSeek-R1-Distill-Qwen-1.5B,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,agree,disagree,agree,strongly_disagree,disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree
Qwen2.5-3B,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,strongly_disagree,strongly_agree,agree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_disagree,disagree,strongly_disagree
Qwen2.5-3B,agree,agree,strongly_disagree,agree,strongly_disagree,disagree,agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree
Qwen2.5-3B,strongly_disagree,strongly_disagree,strongly_disagree,disagree,agree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,disagree,disagree,agree,strongly_disagree,strongly_disagree,strongly_agree
Qwen2.5-3B,disagree,agree,strongly_disagree,agree,agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree
Qwen2.5-3B,agree,strongly_agree,disagree,strongly_disagree,agree,disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_disagree
Qwen2.5-3B,strongly_agree,disagree,agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree
Qwen2.5-3B,disagree,strongly_disagree,strongly_agree,agree,disagree,disagree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree
Qwen2.5-3B,strongly_agree,strongly_disagree,strongly_agree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B,disagree,agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_disagree,disagree,strongly_disagree,agree
Qwen2.5-3B,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,disagree,strongly_disagree,strongly_disagree,agree,agree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,agree
Qwen2.5-3B,disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree
Qwen2.5-3B,disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_agree
Qwen2.5-3B,strongly_disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree
Qwen2.5-3B,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree
Qwen2.5-3B,strongly_agree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree
Qwen2.5-3B,disagree,disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree
Qwen2.5-3B,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_agree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree
Qwen2.5-3B-Instruct,strongly_disagree,strongly_disagree,agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree
Qwen2.5-3B-Instruct,strongly_agree,strongly_disagree,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree
